Tip Matrice,Tip alocare,Nr threads,Timp executie
,,4,0
,,10,
,,,
,,,
,,4,0
,,4,0
,,4,0
,,4,0
,,4,0
,,4,0
,,4,0
,,4,228709.34
,,4,216317.4
,,4,221089.41
,,4,128033.526
,,4,248052.33
,,4,710153.71
