Tip Matrice,Tip alocare,Nr threads,Timp executie,Metoda
4,,,,10 1 
4,,,,10 1 
,,4,0
,,4,0
,,4,0
,,4,0
4,,,,10 1 
,,4,0
,,4,0
4,,,,10 1 
,,4,0
,,4,0
,,4,0
,,1,0
,,1,0
,,1,0
,,1,0
,,1,53.1
,,1,51.2
,,1,51.4
,,1,53.7
,,1,52.4
,,1,51.7
,,1,54.6
,,16,52.7
,,16,53.3
,,16,52.3
,,16,54
